r_over_lB,density_mean_2pi_rho_lB2,density_stderr,Q_mean,Q_stderr
14.261792,0.39999955,0.0021608271,-0.19879907,0.0093044868
14.281878,0.40248591,0.0022255332,-0.19830637,0.0093149364
14.301959,0.39933434,0.0023648588,-0.1984383,0.0093267213
14.322035,0.39975025,0.0024324912,-0.1984878,0.0093391737
14.342105,0.40315328,0.0021681044,-0.19786282,0.0093490545
14.36217,0.39645061,0.0023137746,-0.19856631,0.0093602949
14.382229,0.40286606,0.0022150856,-0.19799826,0.0093705851
14.402284,0.3962602,0.002360443,-0.19873948,0.0093822564
14.422333,0.39650641,0.0023926875,-0.1994319,0.0093942336
14.442378,0.39935227,0.0023728738,-0.19956028,0.0094059984
14.462418,0.40194126,0.0020795004,-0.19917553,0.009415024
14.482453,0.39765374,0.0021186271,-0.19964055,0.0094243832
14.502483,0.40098449,0.0022678298,-0.19944543,0.0094350957
14.522509,0.39968389,0.0019551156,-0.19950808,0.0094430497
14.54253,0.39768091,0.0022147809,-0.19996772,0.009453247
14.562547,0.40086227,0.0022567174,-0.19979682,0.0094638225
14.582559,0.40255667,0.0021547889,-0.19929009,0.0094734539
14.602568,0.39808848,0.0021821582,-0.19966895,0.0094833214
14.622572,0.39971227,0.0021445502,-0.19972598,0.009492842
14.642572,0.40391919,0.0022501983,-0.1989492,0.0095033127
14.662568,0.40284141,0.0021719995,-0.19838604,0.0095130579
14.68256,0.40095975,0.002525627,-0.19819582,0.0095262189
14.702548,0.3970403,0.0022763211,-0.19878242,0.0095368964
14.722533,0.40101641,0.0022533024,-0.19858097,0.0095473476
14.742514,0.40092328,0.0021540966,-0.19839798,0.0095568887
14.762491,0.39967177,0.0020488871,-0.19846303,0.0095655124
14.782465,0.40159066,0.00227243,-0.19814777,0.0095761099
14.802435,0.39973121,0.0023674332,-0.19820104,0.0095875987
14.822402,0.39972682,0.002248393,-0.19825519,0.0095979494
14.842366,0.40048758,0.0023771111,-0.19815855,0.0096095059
14.862326,0.39838848,0.0020982464,-0.19847795,0.0096185005
14.882284,0.40010379,0.0018385685,-0.19845738,0.0096254007
14.902238,0.4002151,0.0022783681,-0.19841474,0.0096359874
14.92219,0.39725172,0.0022042228,-0.19895945,0.0096458857
14.942138,0.39915581,0.0021109703,-0.19912677,0.0096549553
14.962084,0.39985106,0.0025027747,-0.19915629,0.0096676896
14.982028,0.40032616,0.0020448754,-0.19909164,0.0096761812
15.001968,0.40242268,0.002058915,-0.19861147,0.0096847822
15.021906,0.401455,0.0021895849,-0.19832309,0.0096945004
15.041842,0.40309662,0.0023104439,-0.19770935,0.0097053096
15.061775,0.39918162,0.0022399511,-0.19787155,0.0097154583
15.081706,0.40052818,0.0023820941,-0.19776687,0.0097269231
15.101635,0.39896879,0.001933561,-0.19797125,0.0097344696
15.121562,0.39960126,0.0021061296,-0.19805028,0.0097434155
15.141487,0.39837212,0.0023111296,-0.19837292,0.0097541769
15.161409,0.40292687,0.0022044992,-0.19779282,0.0097639578
15.18133,0.40039924,0.0021174484,-0.19771369,0.0097729729
15.201249,0.40001268,0.0018988579,-0.19771118,0.0097802167
15.221167,0.40086207,0.0022988855,-0.19754032,0.0097908244
15.241082,0.39843051,0.0022934154,-0.19785139,0.0098013702
15.260997,0.40086631,0.0022723566,-0.19767969,0.0098117123
15.280909,0.40050146,0.0023869234,-0.1975803,0.0098231108
15.30082,0.39857687,0.0024072372,-0.19786236,0.0098346907
15.32073,0.39802778,0.0020152177,-0.19825325,0.0098427979
15.340639,0.40257157,0.0021627449,-0.19774357,0.0098521274
15.360547,0.40096056,0.0022901506,-0.19755319,0.0098625779
15.380453,0.39856879,0.0025228057,-0.19783686,0.0098752447
15.400359,0.40261571,0.0022433113,-0.19731843,0.0098852488
15.420263,0.39839449,0.0023250221,-0.19763664,0.0098959838
15.440167,0.39628641,0.0024463257,-0.19837266,0.0099078546
15.46007,0.39791742,0.0022777847,-0.19878543,0.0099181345
15.479972,0.40262485,0.0022708222,-0.19826519,0.0099283411
15.499874,0.4014151,0.0020662376,-0.19798471,0.0099367836
15.519775,0.40446652,0.0023927071,-0.19709946,0.0099480934
15.539676,0.40009061,0.0020662717,-0.1970815,0.0099565194
15.559576,0.40019919,0.0023239081,-0.19704202,0.0099671674
15.579477,0.40069419,0.0024071973,-0.19690443,0.0099785796
15.599376,0.39963818,0.0024362848,-0.19697615,0.0099902559
15.619276,0.40180157,0.0020990192,-0.19661908,0.0099989143
15.639176,0.40163985,0.0021629731,-0.19629406,0.0100081
15.659076,0.40034202,0.002213614,-0.19622628,0.010017712
15.678976,0.40082051,0.0020443845,-0.19606365,0.010025903
15.698876,0.39762631,0.0022972765,-0.19653411,0.010036237
15.718776,0.39863692,0.0021811392,-0.19680427,0.010045543
15.738677,0.40008045,0.0022837485,-0.19678833,0.010055735
15.758578,0.40285268,0.0022141869,-0.19622293,0.010065307
15.77848,0.4020301,0.0022780666,-0.19582057,0.010075428
15.798382,0.39915333,0.0020806544,-0.19598838,0.010083864
15.818285,0.39882808,0.0023048524,-0.19622065,0.010094206
15.838189,0.40328864,0.0020934879,-0.19556885,0.01010273
15.858094,0.40113066,0.0023678181,-0.19534475,0.010113625
15.877999,0.39976949,0.0025049527,-0.19539044,0.010125803
15.897906,0.40036444,0.0023969702,-0.19531821,0.010136942
15.917813,0.4044051,0.002418566,-0.19444513,0.010148269
15.937722,0.40205404,0.0023427754,-0.19403802,0.010158887
15.957632,0.39922591,0.0022045518,-0.19419144,0.010168279
15.977543,0.3964047,0.0021384393,-0.19490402,0.010177108
15.997456,0.39676131,0.0021129977,-0.19554593,0.010185721
16.01737,0.39964758,0.002020252,-0.19561578,0.010193588
16.037286,0.39991465,0.0020926768,-0.19563269,0.010202023
16.057203,0.39775914,0.0021343204,-0.19607683,0.010210789
16.077122,0.40088879,0.0023858585,-0.19590067,0.010221733
16.097043,0.39865071,0.0022985322,-0.1961681,0.01023188
16.116966,0.39884566,0.0023538263,-0.19639689,0.01024251
16.13689,0.39714854,0.0022243752,-0.19696204,0.010251994
16.156817,0.39793323,0.0023243023,-0.19737167,0.010262339
16.176746,0.3985149,0.0021704078,-0.19766602,0.01027135
16.196677,0.39932056,0.0024412691,-0.19780068,0.010282741
16.21661,0.39619434,0.0020569607,-0.19855495,0.010290819
16.236546,0.39780111,0.0023280115,-0.19899077,0.010301158
16.256484,0.40149328,0.0022802633,-0.1986948,0.010311067
16.276425,0.40204914,0.0025640711,-0.19828867,0.010323583
16.296368,0.39986753,0.0022034279,-0.19831492,0.010332816
16.316314,0.39815798,0.0022624819,-0.19868001,0.010342542
16.336262,0.39712379,0.0022743717,-0.19925007,0.010352361
16.356214,0.40055222,0.0022163743,-0.19914062,0.010361677
16.376168,0.39614747,0.0021499934,-0.19990418,0.010370435
16.396126,0.40087015,0.0024541601,-0.19973172,0.010381836
16.416087,0.39966919,0.0022386301,-0.19979729,0.010391313
16.43605,0.39881919,0.0022247692,-0.20003132,0.010400664
16.456017,0.40284293,0.0019771419,-0.19946786,0.010408044
16.475988,0.40080066,0.0022399315,-0.19930917,0.010417508
16.495961,0.39980278,0.0022714021,-0.19934826,0.01042723
16.515939,0.39692965,0.0020140557,-0.1999568,0.010434869
16.535919,0.40086288,0.0024937081,-0.19978578,0.010446567
16.555904,0.40495611,0.0021457185,-0.19880348,0.01045522
16.575892,0.39750773,0.0021966916,-0.19929745,0.010464281
16.595884,0.4023752,0.0022584811,-0.19882669,0.010473851
16.61588,0.40238409,0.0023157671,-0.19835416,0.010483903
16.63588,0.40181591,0.0021008303,-0.19799425,0.010492168
16.655884,0.39895177,0.0024825254,-0.19820201,0.010503698
16.675893,0.40118162,0.0021610505,-0.19796782,0.010512428
16.695905,0.40035859,0.0024405238,-0.19789675,0.01052355
16.715922,0.39792818,0.0020448955,-0.19830738,0.010531352
16.735943,0.40521687,0.0021585504,-0.1972734,0.010540038
16.755969,0.40012293,0.002218537,-0.19724904,0.010549206
16.775999,0.40255939,0.0023582744,-0.19674177,0.010559556
16.796034,0.40623773,0.0023982676,-0.19550547,0.010570249
16.816074,0.40649813,0.0021040214,-0.19421755,0.010578471
16.836119,0.4043554,0.0022910891,-0.19335431,0.010588213
16.856168,0.40262101,0.002114321,-0.19283483,0.010596502
16.876223,0.39847394,0.0022802699,-0.1931373,0.010606136
16.896283,0.40070258,0.0023016286,-0.19299805,0.010615942
16.916347,0.40407141,0.0022494111,-0.1921911,0.010625299
16.936417,0.39706596,0.0022187256,-0.19277262,0.010634395
16.956493,0.39859737,0.0021602419,-0.19305062,0.010643011
16.976574,0.40366141,0.002298178,-0.19232493,0.010652753
16.99666,0.39850652,0.0024332581,-0.19262094,0.010663664
17.016752,0.40219101,0.0022178538,-0.19218669,0.01067272
17.03685,0.39800323,0.0022257986,-0.19258244,0.010681834
17.056953,0.40182742,0.0022294545,-0.19222025,0.010690969
17.077063,0.40001197,0.0022458774,-0.19221788,0.010700232
17.097178,0.40002162,0.0022079407,-0.19221359,0.010709177
17.117299,0.39875545,0.0024693837,-0.19246026,0.010720355
17.137427,0.40300783,0.0021377807,-0.19186411,0.010728725
17.157561,0.40092303,0.0021316107,-0.19168117,0.01073704
17.177701,0.39841914,0.0021940394,-0.19199449,0.010745842
17.197847,0.4005851,0.0020239483,-0.19187853,0.010753327
17.218,0.40200742,0.0021999875,-0.19148066,0.010762163
17.238159,0.39796348,0.0021941542,-0.19188429,0.010770946
17.258325,0.39871591,0.0022368287,-0.1921388,0.010780066
17.278498,0.40199854,0.0020802298,-0.19174269,0.010787948
17.298678,0.39976884,0.0021495255,-0.19178851,0.010796357
17.318865,0.39600586,0.0023122773,-0.19258014,0.010806079
17.339058,0.39873333,0.0023191043,-0.19283119,0.01081585
17.359259,0.39755712,0.0021352275,-0.19331537,0.010824126
17.379467,0.39866662,0.0021171945,-0.19357964,0.010832257
17.399683,0.40053505,0.0024245662,-0.19347359,0.010842911
17.419905,0.39552995,0.002158898,-0.19435955,0.010851351
17.440136,0.39979005,0.0021500224,-0.19440116,0.010859714
17.460373,0.4001254,0.002198891,-0.19437631,0.010868456
17.480619,0.40195303,0.002274452,-0.19398922,0.010877801
17.500872,0.39751409,0.0020637152,-0.19448192,0.010885488
17.521133,0.39517444,0.0025821112,-0.19543834,0.010897512
17.541402,0.39747227,0.0022150681,-0.19593933,0.010906351
17.561679,0.39758359,0.0025120611,-0.19641826,0.01091771
17.581964,0.40118596,0.0023658815,-0.1961832,0.010927775
17.602257,0.39883616,0.0025701135,-0.19641387,0.010939641
17.622559,0.40031768,0.0019619713,-0.19635091,0.01094655
17.642869,0.39786035,0.0025398924,-0.19677498,0.010958119
17.663188,0.40120985,0.0020985005,-0.1965352,0.010966009
17.683515,0.40025535,0.002349948,-0.19648458,0.010975896
17.703851,0.39933692,0.0022330661,-0.19661601,0.010984816
17.724196,0.39995727,0.0022142416,-0.19662447,0.010993579
17.744549,0.40000303,0.0024358669,-0.19662387,0.011004174
17.764912,0.39762864,0.0024723976,-0.19709387,0.01101508
17.785284,0.39912414,0.0023987064,-0.19726747,0.011025335
17.805665,0.4001348,0.0025214597,-0.19724075,0.011036655
17.826055,0.39729086,0.002190758,-0.1977777,0.011045193
17.846454,0.3968452,0.0022232399,-0.19840297,0.011053979
17.866863,0.39904237,0.0025736358,-0.19859277,0.011065742
17.887282,0.39937348,0.0023416197,-0.19871695,0.01107547
17.90771,0.40095419,0.0021715308,-0.19852783,0.011083829
17.928148,0.39516551,0.0023932638,-0.19948602,0.011093975
17.948596,0.39657864,0.002299397,-0.20016412,0.011103331
17.969054,0.397045,0.0021464177,-0.2007498,0.011111478
17.989522,0.40051343,0.0023004809,-0.20064804,0.011120829
18.010001,0.4045704,0.0022016155,-0.19974219,0.011129387
18.030489,0.40162773,0.0021311238,-0.19941958,0.011137399
18.050988,0.40072934,0.0020928367,-0.19927503,0.01114512
18.071497,0.40140848,0.0023062302,-0.19899587,0.01115449
18.092017,0.39486798,0.002446579,-0.20001302,0.011165025
18.112548,0.39856359,0.0022099277,-0.20029772,0.011173613
18.133089,0.39741187,0.0021579933,-0.20081068,0.011181796
18.153642,0.39795343,0.0023106968,-0.20121631,0.011191171
18.174205,0.39777318,0.002192045,-0.20165766,0.011199601
18.19478,0.39594237,0.0022438408,-0.20246187,0.011208427
18.215366,0.39696803,0.0022537088,-0.2030628,0.011217324
18.235963,0.40021283,0.001822138,-0.20302062,0.011223136
18.256571,0.39698687,0.00217723,-0.20361782,0.011231429
18.277191,0.40047192,0.0024487743,-0.20352428,0.011241911
18.297823,0.39963758,0.0018701426,-0.20359612,0.01124802
18.318466,0.39705379,0.0023917054,-0.20418005,0.011258004
18.339122,0.39932076,0.0021434554,-0.20431467,0.011266017
18.359789,0.40278434,0.0023298899,-0.20376282,0.011275477
18.380469,0.4009303,0.0025353438,-0.20357844,0.011286668
18.40116,0.40269798,0.0022504016,-0.2030437,0.011295478
18.421864,0.39811242,0.0021493563,-0.20341782,0.011303508
18.442581,0.3982353,0.0022788726,-0.20376758,0.011312528
18.463309,0.39965192,0.0021364474,-0.20383657,0.01132045
18.484051,0.40302227,0.0020807863,-0.20323756,0.01132796
18.504805,0.40190995,0.00214732,-0.20285901,0.011335952
18.525573,0.39912359,0.0019580614,-0.20303271,0.011342593
18.546353,0.39949773,0.0022390999,-0.20313226,0.011351271
18.567146,0.40251581,0.0023464439,-0.20263363,0.011360794
18.587953,0.40503515,0.0021652691,-0.20163568,0.011368897
18.608773,0.39974217,0.0022269328,-0.20168678,0.011377461
18.629606,0.40268455,0.0020421203,-0.2011547,0.011384658
18.650453,0.40082778,0.002395923,-0.20099064,0.011394558
18.671313,0.39764273,0.0022845337,-0.20145785,0.011403551
18.692188,0.39908778,0.0022940259,-0.20163865,0.011412611
18.713076,0.40056247,0.0023544231,-0.20152717,0.011422147
18.733979,0.39959061,0.0019953645,-0.20160831,0.011428992
18.754895,0.40235636,0.002387614,-0.20114128,0.011438784
18.775826,0.39808475,0.0022835421,-0.20152088,0.011447735
18.796772,0.40233904,0.0023492536,-0.20105729,0.0114572
18.817731,0.39842616,0.0023100538,-0.20136922,0.011466344
18.838706,0.40425808,0.002096758,-0.20052528,0.011473873
18.859695,0.39713657,0.0022524333,-0.2010928,0.011482554
18.880699,0.40421338,0.0021995318,-0.20025772,0.011490827
18.901719,0.40170343,0.002275924,-0.1999201,0.011499677
18.922753,0.40341106,0.0022783366,-0.19924403,0.01150854
18.943803,0.39698682,0.0024424361,-0.19984124,0.011518716
18.964868,0.39927495,0.0022376333,-0.19998494,0.011527251
18.985949,0.39909899,0.0023378914,-0.20016352,0.01153656
19.007045,0.399915,0.0021543432,-0.20018037,0.011544459
19.028157,0.39674359,0.0021446447,-0.20082579,0.011552282
19.049285,0.40368677,0.0022318627,-0.20009508,0.011560748
19.07043,0.40188404,0.0022212758,-0.19972166,0.011569128
19.09159,0.40110141,0.0022262147,-0.19950336,0.011577539
19.112767,0.39987338,0.0021345204,-0.19952846,0.011585266
19.13396,0.39952465,0.002394969,-0.19962267,0.011594986
19.15517,0.39811955,0.0024448079,-0.19999538,0.011605106
19.176396,0.39996429,0.0023545507,-0.20000245,0.011614485
19.19764,0.39608944,0.0024576052,-0.20077752,0.011624695
19.2189,0.4005197,0.0023240005,-0.20067451,0.011633817
19.240178,0.39766071,0.0020028142,-0.20113816,0.011640587
19.261473,0.39882409,0.0023911105,-0.20137122,0.01165023
19.282785,0.40093141,0.0022397445,-0.20118662,0.011658684
19.304115,0.40044879,0.0024222328,-0.20109767,0.011668565
19.325462,0.39678025,0.0022906293,-0.20173582,0.011677393
19.346828,0.39698561,0.0021977368,-0.20233326,0.011685515
19.368211,0.40327293,0.0021803508,-0.20168457,0.011693502
19.389613,0.40479551,0.0021078985,-0.20073411,0.011700963
19.411033,0.40076389,0.0025103306,-0.20058271,0.011711537
19.432471,0.39805601,0.0020597923,-0.20096801,0.01171865
19.453928,0.40453975,0.0023009306,-0.20006824,0.01172752
19.475404,0.39930944,0.002382558,-0.20020511,0.011737023
19.496898,0.40043848,0.0022619283,-0.2001182,0.011745582
19.518412,0.39703747,0.002178688,-0.20070537,0.011753517
19.539945,0.39980035,0.0020781131,-0.20074493,0.011760731
19.561497,0.39688975,0.0022463156,-0.20136138,0.011769156
19.583068,0.39795263,0.0021440612,-0.20176717,0.011776825
19.60466,0.39897995,0.0024012084,-0.20196934,0.011786437
19.626271,0.40270924,0.0020130293,-0.20143237,0.011793188
19.647902,0.39922949,0.0019146382,-0.20158509,0.011799292
19.669553,0.40011803,0.0024681094,-0.20156169,0.011809428
19.691224,0.4006048,0.0023814409,-0.20144182,0.011818856
19.712916,0.39804333,0.0022584775,-0.20182963,0.01182733
19.734628,0.39992965,0.0019397916,-0.20184357,0.011833577
19.756362,0.39816409,0.0023326535,-0.20220745,0.011842605
19.778116,0.39875783,0.0021795234,-0.20245364,0.011850481
19.799891,0.39820444,0.0026236049,-0.20280952,0.011861884
19.821687,0.39980409,0.0020373658,-0.20284835,0.011868755
19.843505,0.40133242,0.0019068481,-0.20258426,0.011874771
19.865345,0.39948152,0.0022712068,-0.20268703,0.0118833
19.887206,0.39993768,0.0020919617,-0.20269938,0.011890531
19.909089,0.3953749,0.0020209213,-0.20361607,0.011897275
19.930994,0.39821152,0.001959522,-0.20397054,0.011903613
19.952922,0.39758343,0.0021744683,-0.2044495,0.011911412
19.974872,0.39935152,0.0024041179,-0.20457803,0.011920939
19.996845,0.39723025,0.0018897963,-0.20512699,0.011926821
20.01884,0.39928798,0.0020294729,-0.20526811,0.011933602
20.040858,0.39718803,0.0024992335,-0.20582544,0.011943878
20.0629,0.39775677,0.0021972531,-0.20627004,0.011951815
20.084965,0.40340308,0.0022125595,-0.20559556,0.011959857
20.107053,0.39919697,0.0020391387,-0.20575471,0.011966684
20.129166,0.39933384,0.0024840245,-0.20588675,0.011976807
20.151302,0.40300939,0.0022391105,-0.20529029,0.011985027
20.173462,0.39883323,0.0022422511,-0.20552154,0.011993263
20.195646,0.40085773,0.0024231307,-0.20535154,0.012002875
20.217855,0.39902833,0.0021052472,-0.20554412,0.012010125
20.240089,0.40193894,0.0025052576,-0.20515983,0.012020385
20.262347,0.39906576,0.0025287304,-0.20534499,0.012030829
20.284631,0.40135303,0.0021730528,-0.20507683,0.012038536
20.306939,0.40130152,0.0022986259,-0.20481887,0.012047154
20.329274,0.4024254,0.0026505189,-0.20433816,0.012058602
20.351633,0.40092081,0.0026322816,-0.20415566,0.012069883
20.374019,0.40240465,0.002147771,-0.20367906,0.012077387
20.396431,0.39919369,0.0020839711,-0.20383887,0.012084448
20.418869,0.40203399,0.0024211319,-0.20343574,0.012093971
20.441333,0.39888343,0.0021086518,-0.20365704,0.01210119
20.463824,0.40390813,0.0023497797,-0.20288245,0.012110149
20.486342,0.4025449,0.0021988526,-0.20237806,0.012117988
20.508887,0.40076025,0.0022261582,-0.20222738,0.012126018
20.53146,0.40083788,0.0024690999,-0.20206131,0.012135889
20.55406,0.40099293,0.0023604538,-0.20186451,0.012144903
20.576687,0.40062697,0.0022627682,-0.20174025,0.012153181
20.599343,0.39688485,0.0021566069,-0.20235767,0.012160695
20.622027,0.40232384,0.0022747623,-0.20189709,0.01216905
20.644739,0.39806399,0.0020956663,-0.2022808,0.012176136
20.66748,0.400265,0.0023366076,-0.20222828,0.01218494
20.690249,0.40055303,0.0021020554,-0.20211867,0.01219206
20.713048,0.40052636,0.0021290038,-0.20201434,0.01219936
20.735876,0.40081475,0.0020939475,-0.20185286,0.012206418
20.758734,0.4024552,0.0019690954,-0.20136625,0.012212655
20.781621,0.39785172,0.0021633381,-0.20179203,0.012220179
20.804539,0.39942515,0.0024858492,-0.20190597,0.012230107
20.827487,0.40167586,0.0019249573,-0.20157381,0.012236057
20.850465,0.40099333,0.002335382,-0.20137694,0.012244809
20.873474,0.39994182,0.0023012423,-0.20138847,0.0122533
20.896514,0.39970434,0.0021446544,-0.20144707,0.012260671
20.919585,0.39704949,0.0023629467,-0.20203185,0.012269612
20.942688,0.3987554,0.0023309882,-0.20227853,0.012278307
20.965823,0.40200914,0.0022715901,-0.20188032,0.012286559
20.988989,0.40247424,0.002050162,-0.20138993,0.012293276
21.012188,0.40322328,0.0022716875,-0.20075108,0.012301518
21.03542,0.40411545,0.0021749247,-0.19993541,0.012309069
21.058684,0.40170475,0.0024747379,-0.19959753,0.012318837
21.081981,0.39917242,0.0021576701,-0.19976155,0.012326258
21.105312,0.40018551,0.0023342943,-0.19972478,0.012334937
21.128676,0.4050147,0.0022432665,-0.19873088,0.012342948
21.152074,0.40292081,0.0023515911,-0.19815198,0.012351745
21.175507,0.39871783,0.0023701168,-0.19840611,0.012360674
21.198974,0.40020914,0.002484783,-0.19836465,0.012370481
21.222475,0.40194798,0.0020701507,-0.19797857,0.012377283
21.246012,0.40227035,0.0022664458,-0.19752859,0.012385432
21.269584,0.39893939,0.002440625,-0.1977388,0.012394875
21.293191,0.40281758,0.002355389,-0.19718036,0.012403663
21.316834,0.39458081,0.0022726214,-0.19825443,0.012411839
21.340514,0.40158136,0.0026331229,-0.19794101,0.012422806
21.36423,0.40088914,0.0024485707,-0.19776478,0.012432281
21.387983,0.40163308,0.0023263794,-0.19744111,0.012440829
21.411773,0.39679636,0.0023138401,-0.19807607,0.012449278
21.4356,0.39864505,0.0021049038,-0.19834461,0.012456267
21.459465,0.39678283,0.0025427046,-0.19898225,0.012466457
21.483369,0.40074162,0.0024168448,-0.19883527,0.012475657
21.50731,0.40181611,0.0024386052,-0.19847532,0.012485016
21.53129,0.39880596,0.0020036023,-0.19871197,0.012491329
21.55531,0.4007303,0.0021273661,-0.19856723,0.012498443
21.579368,0.39742338,0.0023363608,-0.19907791,0.012507019
21.603467,0.40541091,0.0022227495,-0.19800548,0.012514775
21.627605,0.40159379,0.0023259738,-0.19768959,0.012523263
21.651784,0.4010452,0.0022626091,-0.19748243,0.01253129
21.676003,0.40097975,0.0019976175,-0.19728825,0.012537543
21.700264,0.39806692,0.0018960151,-0.19767138,0.012543173
21.724566,0.39896253,0.00251659,-0.19787701,0.012553086
21.748909,0.39900995,0.0024395512,-0.19807323,0.012562395
21.773295,0.40170919,0.0026033335,-0.19773447,0.012572987
21.797724,0.39930763,0.0023135369,-0.1978717,0.012581346
21.822195,0.39850646,0.002316835,-0.19816772,0.012589723
21.84671,0.40002379,0.0021693417,-0.198163,0.012597062
21.871268,0.4031651,0.0022948425,-0.19753569,0.012605271
21.89587,0.39538167,0.0023711205,-0.19845103,0.012614028
21.920517,0.40208788,0.0022556624,-0.19803722,0.012621948
21.945208,0.40358758,0.0021663956,-0.19732617,0.012629249
21.969945,0.39550096,0.0024164706,-0.19821787,0.012638328
21.994727,0.39817485,0.002189423,-0.19857961,0.012645775
22.019556,0.40094222,0.0022757939,-0.19839286,0.012653817
22.04443,0.40088369,0.0020455882,-0.19821772,0.01266031
22.069352,0.39910232,0.0022135601,-0.19839564,0.01266791
22.094321,0.39804803,0.0020397297,-0.19878251,0.012674359
22.119337,0.40280758,0.0024380961,-0.19822606,0.012683567
22.144402,0.39796076,0.0023271028,-0.19863023,0.012691951
22.169515,0.39830298,0.0022755243,-0.19896658,0.012699961
22.194678,0.40083924,0.0022298431,-0.19880024,0.012707649
22.21989,0.40092227,0.0021950052,-0.19861745,0.012715093
22.245151,0.39928212,0.0021287698,-0.19875973,0.012722092
22.270463,0.4002754,0.0020460876,-0.19870515,0.012728553
22.295826,0.39541071,0.0021979561,-0.19961473,0.012736006
22.321241,0.39830934,0.0021939532,-0.19994982,0.012743427
22.346707,0.40090747,0.0025363385,-0.19976996,0.012753338
22.372225,0.40005561,0.0022827329,-0.19975894,0.012761361
22.397796,0.40062939,0.0021868769,-0.19963419,0.012768719
22.423421,0.39989035,0.0022407934,-0.19965593,0.012776441
22.449099,0.39507202,0.0020250292,-0.20063264,0.012782743
22.474831,0.39798975,0.0024013635,-0.20103107,0.012791601
22.500619,0.4021398,0.0024693762,-0.20060697,0.01280096
22.526461,0.39740889,0.0020487333,-0.20112052,0.012807399
22.55236,0.40044333,0.0021831354,-0.20103265,0.012814706
22.578315,0.40538924,0.0023149585,-0.19996451,0.012822917
22.604327,0.39738444,0.0023987811,-0.20048291,0.012831728
22.630396,0.40057091,0.0020712172,-0.20036976,0.012838293
22.656524,0.3981347,0.0026045416,-0.20073946,0.012848667
22.68271,0.40202889,0.0024505594,-0.20033734,0.012857844
22.708956,0.40351924,0.0020641556,-0.19963983,0.012864351
22.735261,0.40260071,0.0021991475,-0.19912437,0.012871733
22.761627,0.40282904,0.0023760813,-0.19856366,0.012880345
22.788054,0.40454424,0.0022418291,-0.197663,0.012888006
22.814542,0.40178737,0.0021922246,-0.19730875,0.012895328
22.841093,0.39734495,0.0022222203,-0.19783497,0.012902848
22.867706,0.39951788,0.002050293,-0.19793053,0.012909245
22.894383,0.40008101,0.0022831662,-0.19791447,0.012917174
22.921125,0.40058611,0.0022374273,-0.19779831,0.012924784
22.947931,0.39907515,0.0020813643,-0.19798161,0.012931365
22.974802,0.39974788,0.0022590981,-0.19803158,0.012939115
23.00174,0.39778308,0.0021639281,-0.19847097,0.012946221
23.028745,0.40065894,0.0023777981,-0.19834037,0.012954796
23.055817,0.39989864,0.002318407,-0.19836046,0.012962942
23.082958,0.3986046,0.0020307574,-0.19863703,0.01296919
23.110168,0.39896747,0.0021855541,-0.19884167,0.012976422
23.137447,0.39703061,0.0024142773,-0.1994302,0.012985241
23.164797,0.39572975,0.0023867131,-0.20027656,0.012993854
23.192218,0.40055242,0.0021171971,-0.20016707,0.013000628
23.219711,0.39587343,0.0023821867,-0.20098494,0.013009199
23.247277,0.40337909,0.0024141686,-0.20031522,0.013017995
23.274917,0.39740955,0.00213502,-0.20082864,0.013024871
23.302631,0.40044399,0.0021929726,-0.20074064,0.013032121
23.33042,0.39794919,0.0022349546,-0.20114711,0.013039647
23.358286,0.39646056,0.0024000385,-0.20184862,0.013048321
23.386228,0.40030268,0.0020596953,-0.20178863,0.013054705
23.414248,0.40281758,0.0022388039,-0.20123019,0.013062244
23.442347,0.39780848,0.0020789803,-0.20166454,0.013068741
23.470525,0.40149505,0.0023683258,-0.20136823,0.013077169
23.498784,0.400815,0.0023890508,-0.2012067,0.013085738
23.527124,0.40068586,0.0021097677,-0.20107076,0.013092417
23.555546,0.40097227,0.0024194037,-0.20087806,0.013101196
23.584052,0.40046944,0.0023353576,-0.20078502,0.01310937
23.612642,0.40026545,0.0021813029,-0.2007324,0.013116497
23.641317,0.40207939,0.0021628526,-0.20032027,0.0131235
23.670079,0.40173515,0.0022338101,-0.19997637,0.013130966
23.698927,0.39631687,0.0025625881,-0.20070636,0.013140785
23.727865,0.40073833,0.0023735581,-0.20056002,0.013149203
23.756891,0.39909288,0.0024684339,-0.20073981,0.013158301
23.786008,0.40092556,0.0024529977,-0.20055637,0.01316728
23.815216,0.40153374,0.0020734512,-0.20025238,0.013173691
23.844518,0.40156763,0.0022422574,-0.19994168,0.013181185
23.873913,0.39772778,0.0022499173,-0.20039203,0.013188726
23.903403,0.39932202,0.0019045238,-0.20052641,0.013194127
23.932989,0.39556202,0.0023574741,-0.20140601,0.013202398
23.962672,0.40235551,0.0021093068,-0.20093915,0.013209015
23.992455,0.39807904,0.0020986078,-0.20131988,0.013215562
24.022337,0.40270222,0.0022494501,-0.2007843,0.013223081
24.05232,0.39912146,0.0019925608,-0.20095843,0.013228977
24.082406,0.40205025,0.0022100501,-0.20055207,0.013236226
24.112596,0.39941202,0.001926733,-0.20066861,0.013241734
24.14289,0.3985598,0.0022227294,-0.20095405,0.01324906
24.173292,0.4005646,0.0022547161,-0.20084215,0.013256595
24.203801,0.39949333,0.0021330499,-0.20094257,0.013263334
